URL,Status Code,Response Time (s),Status,Performance Score,Timestamp
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 12:05:37
https://google.com,200.0,1.287,UP,77.7,2026-04-08 12:20:55
https://github.com,200.0,0.221,UP,452.49,2026-04-08 12:20:55
https://gigatron.rs,200.0,0.099,UP,1010.1,2026-04-08 12:20:55
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 12:20:55
https://google.com,200.0,1.223,UP,81.77,2026-04-08 12:27:05
https://github.com,200.0,0.537,UP,186.22,2026-04-08 12:27:05
https://gigatron.rs,200.0,0.099,UP,1010.1,2026-04-08 12:27:05
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 12:27:05
https://google.com,200.0,1.212,UP,82.51,2026-04-08 12:42:30
https://github.com,200.0,0.205,UP,487.8,2026-04-08 12:42:30
https://gigatron.rs,200.0,0.102,UP,980.39,2026-04-08 12:42:30
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 12:42:30
https://google.com,200.0,2.279,UP,43.88,2026-04-08 13:00:31
https://github.com,200.0,0.233,UP,429.18,2026-04-08 13:00:31
https://gigatron.rs,200.0,0.099,UP,1010.1,2026-04-08 13:00:31
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 13:00:31
https://google.com,200.0,1.122,UP,89.13,2026-04-08 13:09:23
https://github.com,200.0,0.244,UP,409.84,2026-04-08 13:09:23
https://gigatron.rs,200.0,0.108,UP,925.93,2026-04-08 13:09:23
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 13:09:23
https://google.com,200.0,1.36,UP,73.53,2026-04-08 13:26:11
https://github.com,200.0,0.216,UP,462.96,2026-04-08 13:26:11
https://gigatron.rs,200.0,0.129,UP,775.19,2026-04-08 13:26:11
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 13:26:11
https://google.com,200.0,1.252,UP,79.87,2026-04-08 13:42:11
https://github.com,200.0,0.233,UP,429.18,2026-04-08 13:42:11
https://gigatron.rs,200.0,0.086,UP,1162.79,2026-04-08 13:42:11
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 13:42:11
https://google.com,200.0,1.067,UP,93.72,2026-04-08 13:57:38
https://github.com,200.0,0.222,UP,450.45,2026-04-08 13:57:38
https://gigatron.rs,200.0,0.087,UP,1149.43,2026-04-08 13:57:38
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 13:57:38
https://google.com,200.0,1.362,UP,73.42,2026-04-08 14:14:08
https://github.com,200.0,0.224,UP,446.43,2026-04-08 14:14:08
https://gigatron.rs,200.0,0.081,UP,1234.57,2026-04-08 14:14:08
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 14:14:08
https://google.com,200.0,1.318,UP,75.87,2026-04-08 14:24:58
https://github.com,200.0,0.244,UP,409.84,2026-04-08 14:24:58
https://gigatron.rs,200.0,0.09,UP,1111.11,2026-04-08 14:24:58
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 14:24:58
https://google.com,200.0,0.645,UP,155.04,2026-04-08 14:29:59
https://github.com,200.0,0.285,UP,350.88,2026-04-08 14:29:59
https://gigatron.rs,200.0,0.097,UP,1030.93,2026-04-08 14:29:59
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 14:29:59
https://google.com,200.0,0.669,UP,149.48,2026-04-08 14:35:01
https://github.com,200.0,0.228,UP,438.6,2026-04-08 14:35:01
https://gigatron.rs,200.0,0.093,UP,1075.27,2026-04-08 14:35:01
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 14:35:01
https://google.com,200.0,0.785,UP,127.39,2026-04-08 14:40:02
https://github.com,200.0,0.228,UP,438.6,2026-04-08 14:40:02
https://gigatron.rs,200.0,0.087,UP,1149.43,2026-04-08 14:40:02
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 14:40:02
https://google.com,200.0,0.937,UP,106.72,2026-04-08 14:45:05
https://github.com,200.0,0.791,UP,126.42,2026-04-08 14:45:05
https://gigatron.rs,200.0,0.27,UP,370.37,2026-04-08 14:45:05
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 14:45:05
https://google.com,200.0,1.482,UP,67.48,2026-04-08 14:50:08
https://github.com,200.0,0.553,UP,180.83,2026-04-08 14:50:08
https://gigatron.rs,200.0,0.961,UP,104.06,2026-04-08 14:50:08
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 14:50:08
https://google.com,200.0,0.673,UP,148.59,2026-04-08 14:55:10
https://github.com,200.0,0.214,UP,467.29,2026-04-08 14:55:10
https://gigatron.rs,200.0,0.098,UP,1020.41,2026-04-08 14:55:10
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 14:55:10
https://google.com,200.0,0.658,UP,151.98,2026-04-08 15:00:11
https://github.com,200.0,0.211,UP,473.93,2026-04-08 15:00:11
https://gigatron.rs,200.0,0.103,UP,970.87,2026-04-08 15:00:11
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 15:00:11
https://google.com,200.0,0.663,UP,150.83,2026-04-08 15:05:12
https://github.com,200.0,0.225,UP,444.44,2026-04-08 15:05:12
https://gigatron.rs,200.0,0.098,UP,1020.41,2026-04-08 15:05:12
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 15:05:12
